config_id,method,trial,params,fitness,tournament_score,head_to_head_score,runtime,memory,bit_string
61,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",560.52,0.0357,85,101000111001001000101001011110110000001100111100011000011000100000000011100011110010
61,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",528.46,0.03504,85,11010111001111110001000000011111111100000100100111001000001010010111000101011011010
62,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",586.41,0.03832,85,1100011010111001010111110101011101100001111010101001011110111010100011000111000
62,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",557.74,0.03695,85,10011110011011010001110100110010010110110001011101111011000100101010100001010000100
62,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",544.78,0.03799,85,101010111000001000001011100011010100010000101011001000011011010010000100100111000110
62,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",577.43,0.03828,85,100011001110111110001100000110001111110100011000010011100100110010111010100011100100
62,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",586.36,0.03723,85,100010111010001010001111000010101100101111011111000010111111110010101110111100001000
63,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",576.09,0.04227,85,111010111001110001101000111110011000001001110011111011001000110001110101000101000110
63,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",567.57,0.041,85,1010101100110101101110110010101011011000001110110010110111110011000011101111100110
63,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",562.54,0.04191,85,111001011100010010101100000110110100100100011110000000110001000010111100100001001110
63,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",593.22,0.04138,85,10010011010101010001011011111010100101001001010110111000110000100100011010100110000
63,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",556.47,0.04094,85,101011101000111011001110101011100110010011100010101011101011000010100111000000111010
64,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.15}",350,"[560, 690, 684, 716, 722, 684, 548, 700]",525.68,0.01449,85,111010101001001110101110010001100101011010011111110110001011111101011110111101001010
64,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.15}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",597.85,0.0149,85,110000001000010110000000010000100001111000011100000011000000101011110100011010101100
64,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.15}",358,"[512, 690, 684, 716, 722, 684, 564, 716]",560.28,0.01464,85,101010111010001001101001111110000001001101010010010110111100101000100100001011110100
64,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.15}",359,"[536, 690, 684, 716, 722, 684, 574, 718]",563.99,0.01464,85,1100110001111001100101111111111110101100011100100111100100001110010011100001100
64,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.15}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",561.42,0.01441,85,110011111100101111001000010111000011010110101011110001110000101000101110000111011100
65,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.2}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",580.66,0.02421,85,101010111000000011101110111011001001010101001110100100100110100010111111101110010100
65,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",560.3,0.02405,85,10010101011011011001111001011100101001110101001001000111110011111110011101011111100
65,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",559.24,0.02365,85,100011010100101110001100101110011011101111001000100111100110000111100110100100000100
65,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",599.56,0.02525,85,10010101000010110001000011111000101011000111011111001101111001100111110000011010000
65,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.2}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",562.49,0.02419,85,1011011100100100101011011011100000001010111110111001111011100101101011000011101000
66,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.25}",358,"[536, 690, 684, 716, 722, 684, 556, 716]",556.97,0.03287,85,10001110110000100001110111010111010010101101010010010001100101000001011011110100010
66,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",574.66,0.03148,85,1111011100011001010010010110000111011101101001101101000010011010110001101110100
66,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",536.21,0.0317,85,10001100001001010001101010111001101111001011110100011101011110010000100010011000100
66,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",587.6,0.03153,85,110010100110011111001011111110110000011001101100100001110001111000001000010101110100
66,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.25}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",567.24,0.03246,85,11000011000011101001001001111100010111000111000111010001101000101111001001000000000
67,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",561.46,0.03844,85,101010011000011000001110110010000101101000011101010001110011010011101011101110110110
67,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",554.6,0.03919,85,111011111101001110101100011111110000110001110100100011011101100001100010000001110110
67,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",575.12,0.0392,85,110111111001110011110101101110011001001101101100000010000100010001110101100
67,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",580.24,0.03785,85,101011001001101111101110010011110011000001110010111011110001010000001011000111000010
67,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.3}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",556.19,0.03729,85,11000111001101100001111111111110000101010011111110011001000100110100000100111000000
68,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",553.89,0.04288,85,11001001101001111001101000011100011010010111010010010001110110011101110100001110010
68,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",566.37,0.0425,85,101001111000000101101010011110001111011000011110011010101100100000001110100010100010
68,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",573.76,0.04288,85,10000100011011111001011111010000110110000111010000010111100101000010111010000110100
68,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",566.01,0.04258,85,11000001100111011101001100110000111011000100000111000110001000011000111001011100010
68,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",567.32,0.04219,85,110000111001000110001011110110110001100101011010110111000111101001101100000111001100
69,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",561.02,0.04673,85,100000111010110011001011100110110111101000101001110110011111011110011101110111110100
69,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",553.34,0.04652,85,1000001000000100001010100011100001111011101001101000110011110001011001001111100010
69,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.4}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",583.86,0.0469,85,11010011000110100101010000111010100100101101000000101110100010010011100101010011100
69,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",570.24,0.04679,85,111010101000100010001111000011001110101001011111010010110100010000010010100110001110
69,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",555.11,0.04767,85,10010001001011110001011001111011111101110011100100110110111010100011111000011110100
70,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",534.23,0.05116,85,10000011011111011001110000110101111001101111000101101101100011010110011010101110100
70,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",578.16,0.0504,85,11000101000000110101111111011010010110010101110000001010011010001010000100100101110
70,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",584.72,0.05091,85,100011011011001111001001000011101100100011101110111011101100001111001100000110101000
70,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",567.41,0.05149,85,111011001001110100101110000110111100110111010001001010000000100000100110100111011110
70,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",563.42,0.05119,85,100001100010110010001010000110111100101000011011111100111011111010111011100000001000
71,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.15}",357,"[524, 690, 684, 716, 722, 684, 566, 714]",583.44,0.00317,149,100100010011000110011000011111101100001110111001100000101110110011110111111100110010010111000010111110101001110110101110100001110100011101100100100
71,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.15}",309,"[572, 640, 632, 698, 672, 632, 554, 618]",459.46,0.00314,149,10011010011100100001010100101101000011110000100110001001101000100110110001000110001101111110011110000100101100111100001010001110001011011111100110010
71,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.15}",300,"[524, 590, 644, 690, 682, 644, 542, 600]",460.99,0.00315,149,11101011100101000011100100110110011001001111001010110101111110101110110000101111100011100001111111110010110100001111101111010010010010011010111010111
71,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.15}",315,"[548, 640, 668, 712, 672, 668, 568, 630]",453.59,0.00324,149,10010110010010001010101011001101011010010011110010000000111001100111111100001101010000001010101001000101101000111100100010111110111110111011010110100
71,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.15}",353,"[572, 690, 684, 716, 722, 684, 574, 706]",570.44,0.00319,149,1100000011100011110000000001011000111010001010110000010011100001001010010101101001001010010110011001000000110110100101001110010101100011100110101010
72,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.2}",358,"[536, 690, 684, 716, 722, 684, 556, 716]",529.48,0.00536,149,1110011111011011111001101001101101101000110111100100100010000000000010011001011000111111100101010000010101000001000110010011111100101100001111100110
72,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.2}",326,"[524, 640, 638, 690, 672, 638, 548, 652]",476.89,0.00535,149,11010100001101010111110111101101001110000111111010000101101011001110100100011110111000110101010000011101100110000111111100100000110001011100001111
72,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.2}",359,"[524, 690, 684, 716, 722, 684, 570, 718]",585.76,0.00518,149,1100110001100001101010010010100000111101001111101000000101011010110101111000111000001010101011000100100010010110000000000001111000100000000111010110
72,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.2}",318,"[548, 640, 686, 712, 672, 686, 570, 636]",444.39,0.00534,149,11011010001011011000011100111110010000101010010010011100111100001110111001111000000101001010110010111101101101110010111001101000111111100110100010
72,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.2}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",552.44,0.00524,149,110010110010110001011001011100000001100111010111011011111101100011110001011010101000011101101000110011101110100111011000110100100010101111001100110
73,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.25}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",567.99,0.0069,149,1110010011110111010011110111100010000011111010011000100110001100000111110111110101111100000000110111000010011000010100001110011110001001110101110000
73,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.25}",356,"[560, 690, 684, 716, 722, 684, 560, 712]",559.29,0.00688,149,11100000111110000110100011110111111011000111100101111011010101110110010110110010101100011011000001001100010111101101011110010110001101111010110
73,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.25}",353,"[560, 690, 684, 716, 722, 684, 570, 706]",598.68,0.00701,149,1100100111001000101011011101011000101011001100111100110010101010001010001001011110000011001111111010110101011010010001001110111111110000010000000000
73,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.25}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",543.7,0.00692,149,110000110111001110011100101110010000111011000000011011001001000010100111000101101010011100101010100111010011010100100001001100110000101011000000110
73,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.25}",345,"[560, 650, 686, 698, 682, 686, 574, 690]",503.74,0.00698,149,1110011000110000011001000001010111110011000100101001101010001000110101111100001000100101010010101110100001011000101101100111010010111000010001
74,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.3}",359,"[524, 690, 684, 716, 722, 684, 570, 718]",554.16,0.00833,149,10011100001100000011101000101001101010000100101100110011111101100110011010101011001100010100000010011111101011100000001011110100001110001110010010
74,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.3}",359,"[536, 690, 684, 716, 722, 684, 574, 718]",543.99,0.00825,149,1100000000100110110010100000100100011110110100111001011111001111011010100110000101000110001101010100011001001010000000101000110110100111010111101010
74,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.3}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",584.9,0.00834,149,110100010010010010010101010111110001000011001101011111000000001101111111000100001001111011101110101100101000000100111101110111011010110101111100110
74,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.3}",349,"[560, 690, 684, 716, 722, 684, 546, 698]",534.48,0.00837,149,1010000001100001110010011111100100000010011101101101010110101101101100010100011101001111010001011111001001111001000110001110101100010110010101001110
74,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.3}",329,"[512, 640, 632, 708, 672, 632, 564, 658]",514.91,0.00838,149,10001010001111100010010011011100110111110000011000000100111010001100001110000101110000001010011001000100010000111100011100000000101111000011110111010
75,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.35}",362,"[524, 690, 684, 716, 722, 684, 560, 724]",579.66,0.00936,149,1000000011110111100011001001100000001001001111000000110110001110111100001000010011011010011001011011011010011110001110110000101100000010111100101100
75,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.35}",353,"[560, 690, 684, 716, 722, 684, 570, 706]",555.87,0.00937,149,10110001011101101010011111110000100110101110111000010011111101000100111001001010000101011111000011001001001011011101111000011100011100000100010000
75,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.35}",355,"[536, 690, 684, 716, 722, 684, 550, 710]",571.37,0.0096,149,110111010010111101001101100100010001010001111001111110100101000101001011001011100011011101111000111001100000110011010001101001111000111000001010100
75,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.35}",362,"[524, 690, 684, 716, 722, 684, 560, 724]",583.89,0.00947,149,1100010100011001110011101100110000011010011011111000011110111100000100000001101000011001100110000001111110110101101010001011000101010100110111011000
75,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",566.66,0.00934,149,1000010101010000110011001101110101001101110110001000111001110110110001100101100001001011010000110110000010100011000011010010101101100010011110111010
76,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.4}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",557.11,0.01075,149,1110010010010011001010111010111110100101000100101001111101111010100000000101001001111000011111010101101000000000110101100100000100101010001010011110
76,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.4}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",556.99,0.01034,149,1000001000001000000001100000111000111111000010100011100110000110001001011001100010001010111011111001000000000000100001110000010001010011001001000010
76,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",573.11,0.01053,149,1000111110011000110010101101101010001000001110101111110101101101010101100000100111000110001100110110000101101010011111010010110111101001010010101010
76,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.4}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",563.11,0.0105,149,1110011110000011111011000011111100011001101011101000111011100110100101010000101001011100011111000000010110111110100000100101100001111000100101001010
76,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.4}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",556.57,0.01027,149,10011010011101111010111111110101000010000010000001111101110101110011001011101110001010101011001011110010101101101111011011100110011001111110101000
77,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.45}",330,"[512, 610, 632, 708, 672, 632, 564, 660]",501.66,0.01152,149,10011011010011100100110000110101010111101000000101111001000101100000001111001000000001111010110010001011110000111111100100101100100100000010100011101
77,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",530.96,0.01111,149,1100100101000101110011101100111011000001010011101111000001100011110000011111100011000010000110110010101010111000110000000010001010011111011010011100
77,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",553.95,0.01124,149,10110110010001100011000111101100001010100010100110101011111100100110000010011001100101110100001111000111010111011100111011111001110010011001100100
77,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.45}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",554.71,0.01128,149,1110010011010111111010000001100100011101100100100110110001001010000000000001111001100010000111000011110010001010011000101100001100100010111010001000
77,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.45}",360,"[524, 690, 684, 716, 722, 684, 556, 720]",569.24,0.01116,149,100011111000010100010001011111010011000101111111100101011100110001001001110101100111011011011001110100000011000100000011010101000110001110001000100
78,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.15}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",568.04,0.00614,149,1010000010010111001011001111111011010001000001101110011000101101010101110000001100001101010001110001101101100010001000001100001000101000001111011100
78,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.15}",329,"[512, 650, 662, 694, 682, 662, 548, 658]",508.6,0.00629,149,110000011001111110011010110101000111010001111010000101101001111000011110100001011111010001011101011001101101110101010011100110111011000000110100011
78,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.15}",352,"[560, 690, 684, 716, 722, 684, 552, 704]",495.23,0.00624,149,110001110001111111001100101000011011000001100111001000110011001001000110100110001010110001011001011100100011101111001011101101001101010100001010010
78,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.15}",347,"[584, 690, 684, 716, 722, 684, 566, 694]",545.73,0.00631,149,100011101011001010011101111001110011110001000100100111101000001101111101001111011010110110111000110110100001101000111111001111010011101100011111000
78,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.15}",324,"[524, 600, 644, 692, 672, 644, 548, 648]",476.18,0.00613,149,10001010100100011110011000010101011001101011010110101000111010100000011000001101111100010001111111001110100110100100000000111011001101111010110100111
79,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.2}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",560.77,0.01028,149,1010000111001011010011011111111011001110010001110111000110101101000000011001000001111110111101001100111101101001110110000110101110111111000101110110
79,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.2}",360,"[512, 690, 684, 716, 722, 684, 552, 720]",536.34,0.01044,149,1010011110011110010010101011111000111010001111011100111000011101100000111110110110000101010011110111100101100001001100101100100000111001100110001010
79,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.2}",359,"[536, 690, 684, 716, 722, 684, 574, 718]",564.95,0.01039,149,100000011010011110010001000101111001101101001100000011100001010101100110100100111000000001011001111011110111100011010101010110101110110000101001010
79,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.2}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",525.79,0.01031,149,1010001111000111110010101000111011111011101010101011011100001010110001000001000110001001110111100010000111000110100111100110010111000010000011100110
79,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.2}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",563.33,0.01048,149,100101110000001110000100011111001001100100011010010011111111001000110110001110100000111001100111100111000010010111011100100000000100101010001101110
80,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.25}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",546.86,0.01413,149,10001110000000101010000111111010010101100011011001100101101010010011010100111010010000011110001110000001101011110100110010001001101000100100011010
80,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",572.32,0.01389,149,110101011100100011101110100101111010010010000110110001001100010001100001000111000010111111000000110001100111110001000111111101000010110001000100
80,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.25}",344,"[524, 650, 674, 698, 682, 682, 556, 688]",549.53,0.01428,149,100100011110000100010000110101011011110111010000000001000000100110010010101100101100111110010000010111011000110010011101010011011110111100000100111
80,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.25}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",565.29,0.01405,149,110111111001111111011000001101000000111100110100101001001010000100000100000111111000110101010110011100000000011001001100100000101011010101111011100
80,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.25}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",566.84,0.01422,149,1010101010111110000010010111110110001111000110110110101110001000000111100101101101110011110110111110011110111100000101100101001001010010011011001000
81,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.3}",355,"[524, 690, 684, 716, 722, 684, 546, 710]",520.86,0.01673,149,110010101100111011101000100011000000000110110111111101010110011011011001100101000100010110101101110001111100011010000101000101010010000001111110
81,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.3}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",558.07,0.01649,149,1110101110010001000011010100110000110011011110001111101001101111101010100001000001011000111010011010100010010110110110100111011001111100101011110000
81,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.3}",355,"[560, 690, 684, 716, 722, 684, 574, 710]",550.29,0.01655,149,100100101011101110000011111011010010010000010000000110110000000111110010100000110000000111110111100111100001001010110010111111110011101010100100010
81,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.3}",362,"[524, 690, 684, 716, 722, 684, 560, 724]",543.21,0.01665,149,110001111110100010111100100111101100110010101010100110000010100100101010111101011011010011101100110011010110111011001001001100011001110010110010
81,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.3}",357,"[536, 690, 684, 716, 722, 684, 570, 714]",582.47,0.01656,149,100110111100100101010000001100010101011001001011000001101101100111011110000101011000110010010000010100000001110000011101101011000100001101011000010
82,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",565.39,0.01874,149,1100011101011001100010010110110001110100100011111011101011100111101000001001101100000011010000101010011000010001001101010000000000000010001000001010
82,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.35}",360,"[524, 690, 684, 716, 722, 684, 556, 720]",568.66,0.01873,149,1010110000011110010011100101111000011000101110011010100010011000111000000001111000101100010011111100000110111110100111110110111000110101000010101010
82,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",596.81,0.01876,149,1010100010010010010010010000101110001011000011110000111100010000010100110000011010110110100000000111011101111101101000010100010001001111001000101000
82,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",592.14,0.01884,149,1010110010000111010011111101101010111011101110010100110111010000001010000000101110100100010010010001111000001010101111001100101010010101111100110000
82,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.35}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",567.71,0.01855,149,110011011001101010010011010100001110010001111101101001110110000000010101001010011001010111000010100110100110011010000001101000000110100101110110000
83,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.4}",362,"[524, 690, 684, 716, 722, 684, 560, 724]",585.36,0.02084,149,100010110010110010010010100000000100011111000000100100011110110011010001000001011100000100000111000111101111001010100010110001010001011010010110
83,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.4}",362,"[524, 690, 684, 716, 722, 684, 560, 724]",585.77,0.02109,149,100010100010101100010111111101011111010000110100100110001000100010000011011011100011101100110011110010010110111101010111111010101111111000110100110
83,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",576.18,0.02091,149,110001111000011001010000000101001110101100100101110110010011000101000100001000110100110001111000100011111110001100101100010101111001011011111101010
83,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.4}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",564.02,0.02082,149,110000011000111100011111001100010001001011111011011111010010100000101011011001010001010101011111000010111010000111010000111101001001100110001111110
83,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",567.53,0.02069,149,1110111111100011001100100001110111100110011110110110000001001111111000011111000110111010110001101100110101011000001010100100100110001100101110
84,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.45}",356,"[536, 690, 684, 716, 722, 684, 552, 712]",543.64,0.02261,149,110101101000100011001001001110010001001000110011100101100101001000100010110011000111011001110101011100111010111110001100101000110101000101101111100
84,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",580.35,0.02272,149,1100111110010000100010001001111110011101000010100010010000101010111000010010010001001001111001110100010101010001111011001000001110111011100011110010
84,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",575.21,0.02227,149,1100011000111010100011110000100011001010010110011111101010001100101100000101010100001110000010001111100110100110100011010010001110001010100000110110
84,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",554.88,0.02295,149,1010010111010110110010000000101101001011011000011010101011111100111110011010100010101100011101101101111101011001000100000110000111011111110111001000
84,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",570.88,0.02331,149,1000000100110101100010100000110101101101001111111100011110011010000001010100110000000101111011001111101110101011111110010110001011000011000000011010
85,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.15}",360,"[536, 690, 684, 716, 722, 684, 560, 720]",562.61,0.0094,149,110000101011110010011101101000111001101101111110100111011100101110101001001100011000001101100001010010110101000111101001001001011100011100100010
85,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.15}",358,"[536, 690, 684, 716, 722, 684, 556, 716]",549.42,0.00931,149,110001110001101101000111011100111001011110000101110100101101000100111010000011110111010011100111110010111101011001001100010010110001101011011110100
